TERMINAL_ID,x_terminal_id,y_terminal_id
0,54.88135039273247,71.51893663724195
1,60.276337607164386,54.48831829968969
2,42.36547993389047,64.58941130666561
3,43.75872112626925,89.17730007820798
4,96.36627605010293,38.34415188257777
5,79.17250380826646,52.88949197529045
6,56.80445610939323,92.5596638292661
7,7.103605819788694,8.712929970154072
8,2.021839744032572,83.2619845547938
9,77.81567509498505,87.00121482468191
10,97.8618342232764,79.91585642167236
11,46.147936225293186,78.05291762864555
12,11.827442586893323,63.99210213275238
13,14.33532874090464,94.46689170495839
14,52.184832175007166,41.46619399905236
15,26.455561210462697,77.42336894342166
16,45.615033221654855,56.84339488686485
17,1.8789800436355142,61.76354970758771
18,61.20957227224214,61.69339968747569
19,94.37480785146242,68.18202991034835
20,35.9507900573786,43.703195379934144
21,69.76311959272648,6.022547162926983
22,66.67667154456677,67.06378696181594
23,21.03825610738409,12.892629765485331
24,31.542835092418386,36.37107709426226
25,57.019677041787965,43.86015134623204
26,98.83738380592261,10.204481074802807
27,20.88767560948347,16.130951788499626
28,65.31083254653984,25.329160253978213
29,46.63107728563063,24.442559200160275
30,15.896958364551972,11.037514116430513
31,65.63295894652734,13.81829513486138
32,19.65823616800535,36.872517066096414
33,82.09932298479352,9.710127579306127
34,83.7944907498804,9.609840789396307
35,97.64594650133958,46.86512016477016
36,97.67610881903371,60.4845519745046
37,73.92635793983017,3.9187792254320675
38,28.280696257640958,12.01965612131689
39,29.614019752214492,11.872771895424405
40,31.798317939397602,41.426299451466996
41,6.4147496348784365,69.24721193700198
42,56.660145420657514,26.53894909394454
43,52.32480534666997,9.394051075844168
44,57.59464955561793,92.92961975762141
45,31.856895245132367,66.74103799636816
46,13.179786240439217,71.63272041185655
47,28.94060929472011,18.319136200711682
48,58.65129348100832,2.0107546187493552
49,82.89400292173632,0.46954761925470656
50,67.781653679623,27.000797319216485
51,73.5194022122595,96.21885451174383
52,24.875314351995804,57.61573344178369
53,59.2041931271839,57.22519057908734
54,22.308163264061832,95.2749011516985
55,44.71253786176273,84.64086724711278
56,69.94792753175044,29.743695085513366
57,81.37978197024772,39.65057408469846
58,88.11031971111616,58.12728726358587
59,88.17353618548528,69.25315900777659
60,72.52542798196406,50.13243819267023
61,95.6083634723224,64.39901992296375
62,42.38550485581797,60.639321412792434
63,1.9193198309333526,30.15748166745493
64,66.01735374926851,29.007760721044406
65,61.801542899884154,42.87687009457662
66,13.547406422245023,29.828232595603076
67,56.99649107012649,59.08727612481732
68,57.43252488495788,65.32008198571336
69,65.21032700016889,43.14184354339739
70,89.6546595851063,36.75618700478965
71,43.58649252656268,89.19233550156721
72,80.61939890460857,70.38885835403663
73,10.022688731230112,91.94826137446735
74,71.42412995491114,99.88470065678665
75,14.944830465799374,86.81260573682142
76,16.249293467637482,61.55595642838442
77,12.381998284944151,84.80082293222344
78,80.73189587250107,56.91007386145933
79,40.71832972259997,6.916699545513804
80,69.74287731445636,45.35426826780689
81,72.20555994703479,86.63823259286292
82,97.55215050028858,85.5803342392611
83,1.1714084185001972,35.99780644783639
84,72.9990562424058,17.162967726144053
85,52.10366062041293,5.433798833925363
86,19.999652489640006,1.8521794460613972
87,79.36977033574206,22.392468806038014
88,34.53516806969027,92.80812934655908
